Código;Fantasia;Nome completo;Fone;UF;Cidade;Bairro;Endereço;CEP;Latitude;Longitude;F/J;Id. F.Pagto;F.Pagto;Id.Vendedor;Vendedor;Vendedor Externo;Id.Região;Região;CNPJ/CPF;Inscr. Estadual;E-mail;Cliente desde;Operador;Conceito;Id. Principal;Fantasia Principal;Id. Transportadora;Transportadora;Premiação;Frete Cli.;Emp. de Operação;Local de montagem
328.024;GRUPO CAF;CAF QUÍMICA LTDA;;RJ;RIO DE JANEIRO;TAQUARA;Estrada Marechal Miguel Salazar Mendes de Morais,38;22770-331;-23;-43;J;0;;;;;;;30.698.138/0001-77;77354824;comercial@cafquimica.com.br;  /  /;;;328024;GRUPO CAF;0;;;;0;
319.194;GRUPO MAIS;GM INDUSTRIA E COMERCIO EIRELI;COM:62-3517.0859  CEL:62-9213.4698;GO;GOIÂNIA;JARDIM AMÉRICA;Avenida C107,3556 - QUADRA310 A LOTE 17 E;74255-060;0;0;J;0;;;;;;;24.496.717/0001-34;106596136;anderon.delltacontabilidade@gmail.com;  /  /;;;0;;0;;;a;0;
328.634;GSPLAST;GSPLAST COMERCIO DE PRODUTOS LTDA;;SP;GUARULHOS;CIDADE INDUSTRIAL SATELITE DE SAO PAULO;Rua Argirita,38;07231-020;0;0;J;0;;;;;;;30.625.971/0001-98;132597909114;comercial2@proplast.com.br;  /  /;;;328634;GSPLAST;0;;;;0;
149.480;GUEREN;GUERENGASES E SOLDAS LTDA;COM:21-2446.0630;RJ;RIO DE JANEIRO;TAQUARA;Estrada do Outeiro Santo,559;22713-169;0;0;J;0;;;;;;;02.636.542/0001-80;75874006;washington@gueren.com.br;  /  /;;;0;;0;;;a;0;
325.651;GUIGA GAS;GUIGA GAS COMERCIO DE PRODUTOS PARA;;SP;SANTO ANDRE;JARDIM STELLA;Rua Piramboia,1210;09185-410;-24;-47;J;0;;;;;;;37.413.209/0001-97;121199270114;site;  /  /;;;325651;GUIGA GAS;0;;;;0;
324.040;GUILHERME PICOLI;GUILHERME PICOLI MATHIAS 44819211889;;SP;SANTANA DE PARNAÍBA;MORADA DAS FLORES (ALDEIA DA SERRA);Alameda dos Crisântemos,70;06519-425;-23;-47;J;0;;;;;;;40.263.521/0001-56;623227638113;mathiasgp@hotmail.com;  /  /;;;324040;GUILHERME PICOLI;0;;;;0;
325.235;GURGELMIX;GURGELMIX MAQUINAS E FERRAMENTAS S.A.;;SP;RIBEIRAO PRETO;JARDIM AMERICA;Avenida Doutor Francisco Junqueira,1500 - QUADRA11 LOTE P/9;14020-103;-21;-48;J;0;;;;;;;29.302.348/0012-78;797852021111;nfe@lojadomecanico.com.br;  /  /;;;325235;GURGELMIX;0;;;;0;
325.236;GURGELMIX MAQ;GURGELMIX MAQUINAS E FERRAMENTAS S.A.;;SP;ARARAQUARA;VILA SUCONASA;Avenida Maria Antonia Camargo de Oliveira,500 - SALA 01 A 09;14807-120;-22;-48;J;0;;;;;;;29.302.348/0019-44;181574500116;nfe@lojadomecanico.com.br;  /  /;;;325236;GURGELMIX MAQ;0;;;;0;
324.428;GURGELMIX MAQUINAS;GURGELMIX MAQUINAS E FERRAMENTAS S.A.;;SP;CAMPINAS;VILA NOVA;Rua Carolina Florence,1364 - ANEXO 1370 E 1382;13073-076;-23;-47;J;0;;;;;;;29.302.348/0017-82;122848607113;nfe@lojadomecanico.com.br;  /  /;;;324428;GURGELMIX MAQUINAS;0;;;;0;
328.661;GURGELMIX MAQUINAS .;GURGELMIX MAQUINAS E FERRAMENTAS S.A.;;SP;JUNDIAI;JARDIM LIBERDADE;Avenida Antonio Frederico Ozanan,4700;13215-485;0;0;J;0;;;;;;;29.302.348/0008-91;407907469110;nfe@lojadomecanico.com.br;  /  /;;;328661;GURGELMIX MAQUINAS .;0;;;;0;
327.795;GUSTAVO Z MUNOZ;GUSTAVO Z MUNOZ COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;JARDIM ACLIMACAO;Avenida Anisio Haddad,6950;15091-380;-21;-49;J;0;;;;;;;29.014.947/0001-33;647913062117;site;  /  /;;;327795;GUSTAVO Z MUNOZ;0;;;;0;
148.467;GUTTERRES & REYNALDO;GUTTERRES & REYNALDO REPRES.COM.LTDA-EPP;;;PORTO ALEGRE;RUBEM BERTA;RUA BALTAZAR DE OLIVEIRA GARCIA 2396 BLOCO B APT303;91150000;0;0;J;0;;;;;;;22.075.144/0001-40;.NULL.;reynaldosevero@hotmail.com;  /  /;;;0;;0;;;a;0;
326.041;H R DE SOUZA COMERCO;H R DE SOUZA COMERCIO E SERVICO;;MS;CAMPO GRANDE;RESIDENCIAL OLIVEIRA;Rua Julio Augusto de Campos,226 - CASA 02;79091-722;-20;-55;J;0;;;;;;;36.087.335/0001-36;284884006;henrique.r97@hotmail.com;  /  /;;;326041;H R DE SOUZA COMERCO;0;;;;0;
323.781;H.WORK LOCACAO LIMIA;H.WORK LOCACAO LIMITADA;COM:21-3394.4032;RJ;RIO DE JANEIRO;SANTÍSSIMO;Rua Doutor Juvenal Murtinho,15;23093-030;-23;-44;J;0;;;;;;;08.323.794/0001-36;10.011.00-0;wstraducao@gmail.com;  /  /;;;323781;H.WORK LOCACAO LIMIA;0;;;;0;
319.472;HADDAD UNIFORMES;SAARA UNIFORMES LTDA;COM:21-3825.5275;RJ;RIO DE JANEIRO;CENTRO;Rua da Alfândega,161;20070-005;0;0;J;0;;;;;;;39.849.548/0001-46;11.900.06-2;atendimento2@haddaduniformes.com.br;  /  /;;;0;;0;;;a;0;
328.376;HALLON INST E COMA;HALLON INST E COM DE EQUIPAMENTOS C INCA;COM:21-212201535.3211;RJ;RIO DE JANEIRO;MADUREIRA;Rua Doutor Passos,39;21310-160;0;0;J;0;;;;;;;00.320.836/0001-73;85476009;pimentabuenojj@yahoo.com.br;  /  /;;;328376;HALLON INST E COMA;0;;;;0;
325.397;HANNA INDUSTRIA MECA;HANNA INDUSTRIA MECANICA LTDA;COM:19-19451.4811;SP;LIMEIRA;JARDIM NOVA LIMEIRA;Rodovia Anhanguera,SN;13486-199;-23;-47;J;0;;;;;;;60.616.869/0001-97;417.047.597.119;hanna@hanna.com.br;  /  /;;;325397;HANNA INDUSTRIA MECA;0;;;;0;
324.086;HAVAN EMPREENDIMENTA;HAVAN EMPREENDIMENTOS E PARTICIPACOES LA;;RJ;DUQUE DE CAXIAS;JARDIM VINTE E CINCO DE AGOSTO;Rua Prefeito Jose Carlos Lacerda,756 - PARTE;25071-120;-23;-43;J;0;;;;;;;41.182.333/0001-66;ISENTO;contabilidade@rivieraplasticos.com.br;  /  /;;;324086;HAVAN EMPREENDIMENTA;0;;;;0;
319.172;HAVILA;HAVILA COMERCIO DE VIDROS E CRISTAIS LTA;CEL:21-98497.4350;RJ;RIO DE JANEIRO;TAQUARA;Rua Cunha Moreira,5196 - B;22775-112;0;0;J;0;;;;;;;11.462.321/0001-24;78957883;havilavidros@gmail.com;  /  /;;;0;;0;;;a;0;
323.480;HAYAMAX DISTRIBUIDOA;HAYAMAX DISTRIBUIDORA DE PRODUTOS ELETRA;;PR;IBIPORÃ;GLEBA;RUA JOÃO MARQUES DE NOBREGA,300;86200-000;-23;-51;J;0;;;;;;;01.725.627/0007-68;9052865104;cleide.aparecida@hayamax.com.br;  /  /;;;323480;HAYAMAX DISTRIBUIDOA;0;;;;0;
327.946;HBR DISTRIBUIDORA;HBR DISTRIBUIDORA LTDA;COM:21-219451.5782;RJ;RIO DE JANEIRO;GARDENIA AZUL;Avenida das Lagoas,1203;22765-455;-23;-43;J;0;;;;;;;55.025.315/0001-85;14648780;legaliza.adalton@gmail.com;  /  /;;;327946;HBR DISTRIBUIDORA;0;;;;0;
145.275;HDS SISTEMAS DE ENER;HDS SISTEMAS DE ENERGIA LTDA;COM:41-2109.8815;PR;PINHAIS;EMILIANO PERNETA;Rua Apucarana,973;83324-450;0;0;J;0;;;;;;;00.059.799/0001-91;1019911213;flavia@hdspr.com.br;  /  /;;;145275;HDS SISTEMAS DE ENER;0;;;a;0;
111.909;HELENICE VIANA PEREI;HELENICE VIANA PEREIRA - ME;COM:21-2199809.0548;RJ;NILOPOLIS;CENTRO;Alameda Maria Jose,126;26520-750;-23;-43;J;0;;;;;;;00.997.930/0001-61;;hcdivisorias@yahoo.com.br;  /  /;;;111909;HELENICE VIANA PEREI;0;;;a;0;
326.917;HELIO MASASHI;HELIO MASASHI SAITO & CIA LTDA;;SP;SAO PAULO;CHACARA SANTO ANTONIO (ZONA LESTE);Rua Santa Gertrudes,796;03408-020;-24;-47;J;0;;;;;;;62.492.798/0001-93;105555882110;paulista@papelariapaulista.com.br;  /  /;;;326917;HELIO MASASHI;0;;;;0;
325.105;HELMO EQUIPAMENTOS;HELMO EQUIPAMENTOS INDUSTRIAIS LTDA;;SP;SAO PAULO;PARQUE IMPERIAL;Rua Ibituruna,220;04302-050;-24;-47;J;0;;;;;;;00.695.133/0001-20;114471057114;helmo@helmo.com.br;  /  /;;;325105;HELMO EQUIPAMENTOS;0;;;;0;
321.783;HG FIRE;HG FIRE COMERCIO E SERVICOS DE SISTEMASA;;RJ;DUQUE DE CAXIAS;PARQUE LAFAIETE;Rua Almirante Alexandrino,643;25025-450;-23;-43;J;0;;;;;;;43.374.772/0001-04;12205317;hgfireprojetos@gmail.com;  /  /;;;321783;HG FIRE;0;;;a;0;
328.384;HGA ELETRONICA LTDA;HGA ELETRONICA LTDA;COM:11-112302032.0117;SP;SAO PAULO;SANTA EFIGENIA;Rua General Osorio,59;01213-001;0;0;J;0;;;;;;;11.016.175/0001-03;148712925111;mfc.contabil@uol.com.br;  /  /;;;328384;HGA ELETRONICA LTDA;0;;;;0;
324.340;HIDRASERVICE COMERCA;HIDRASERVICE COMERCIAL HIDRAULICA LTDA;;SP;SAO PAULO;AGUA BRANCA;Rua Clelia,230;05042-000;-24;-47;J;0;;;;;;;14.820.886/0001-24;146860290110;contato@hidraservice.com.br;  /  /;;;324340;HIDRASERVICE COMERCA;0;;;;0;
149.157;HIDROFIRE COMERCIO M;HIDROFIRE COMERCIO MATERIAIS CONTRA INCE;COM:21-3888.0013;RJ;RIO DE JANEIRO;PENHA CIRCULAR;Rua Ourique,594;21011-130;0;0;J;0;;;;;;;40.401.341/0001-93;84436615;hidrofire@hidrofire.com.br;  /  /;;;0;;0;;;a;0;
321.173;HIDROMAX;RPJ HIDROMAX CAPTACAO E TRANSPORTE DE A;;RJ;RIO DE JANEIRO;TODOS OS SANTOS;Rua Piauí,205;20770-130;0;0;J;0;;;;;;;12.656.001/0001-78;;rpjhidromax@gmail.com;  /  /;;;0;;0;;;a;0;
319.180;HIDROPARTES COMERCIA;HIDROPARTES COMERCIAL LTDA;COM:22-2763.7371  COM:22-2763.7175;RJ;MACAÉ;RIVIERA FLUMINENSE;Avenida Carlos Augusto Tinoco Garcia,419;27937-590;0;0;J;0;;;;;;;30.928.949/0001-17;81052859;vendas1@hidropartes.com.br;  /  /;;;0;;0;;;a;0;
325.373;HIGICOP;ECOPEL DISTRIBUIDORA DE DESCARTAVEIS LTA;COM:21-213017.8850;RJ;RIO DE JANEIRO;JARDIM SULACAP;Rua Euzebio de Almeida,2219;21741-171;-23;-43;J;0;;;;;;;10.453.906/0001-15;78721359;flavia.neves@higicop.com.br;  /  /;;;325373;HIGICOP;0;;;;0;
150.360;HIGITON GRUPO;HIGITON DISTR PROD DE HIGIE E LIMP EIREL;COM:51-3084.8442;RS;PORTO ALEGRE;HUMAITÁ;Avenida Ernesto Neugebauer,1050;90250-140;-30;-51;J;0;;;;;;;23.928.804/0001-50;0963654330;societario@ativocontabilidade.cnt.br;  /  /;;;150360;HIGITON GRUPO;0;;;a;0;
320.817;HM COUTINHO PETROL;H M COUTINHO PETROLEO EIRELI;COM:21-2603.0452;RJ;SÃO GONÇALO;TRINDADE;Rua Porto Alegre,351;24456-530;0;0;J;0;;;;;;;29.302.205/0002-94;86811693;hmcomercial@hmcoutinho.com.br;  /  /;;;0;;0;;;a;0;
323.285;HOMEP COMERCIO ONLIA;HOMEP COMERCIO ONLINE LTDA;;PR;ARAPONGAS;PARQUE INDUSTRIAL II;Rua Guaratinga,2555;86703-010;-23;-51;J;0;;;;;;;32.134.111/0001-87;9085231305;gestor_contabilidade@hotmail.com;  /  /;;;323285;HOMEP COMERCIO ONLIA;0;;;;0;
150.308;HOTEL MAJESTIC;HOTEL MAJESTIC;COM:48-3231.8000;SC;FLORIANÓPOLIS;CENTRO;Avenida Jornalista Rubens de Arruda Ramos,2746;88015-702;-28;-49;J;0;;;;;;;80.678.220/0001-08;;contato@majesticpalace.com.br;  /  /;;;150308;HOTEL MAJESTIC;0;;;a;0;
327.652;HOTELLI CORPORATE;DEMORI DIGITAIS E AGÊNCIA DE VIAGENS L;;RJ;RIO DE JANEIRO;BARRA DA TIJUCA;Avenida das Americas 500,500 - BLOCO 13 SALA 318;22640-904;-23;-43;J;0;;;;;;;41.075.313/0001-96;ISENTO;financeiro@hotelli.com.br;  /  /;;;327652;HOTELLI CORPORATE;0;;;;0;
323.996;HP CONFECCOES HUMA;HP - CONFECCOES HUMBERTO PASCUINI LTDA;COM:19-3651.9756;SP;ESPIRITO SANTO DO PINHAL;JARDIM DAS ROSAS;AV WASHINGTON LUIZ,375;13990-000;-22;-47;J;0;;;;;;;54.825.237/0001-30;;"marta@hpwork.com.br; sachpwork@hpwork.com.br";  /  /;;;323996;HP CONFECCOES HUMA;0;;;;0;
319.349;HR ELETRICA;HR INSTALACAO MANUTENCAO E CONSTRUCAO EA;COM:21-6744.3056;RJ;RIO DE JANEIRO;VARGEM PEQUENA;Estrada dos Bandeirantes,20265;22783-550;0;0;J;0;;;;;;;40.671.668/0001-85;;rsv.eletrica@gmail.com;  /  /;;;0;;0;;;a;0;
328.813;HR2TECH SOLUÇOES;HR2TECH SOLUÇOES EM TELECOMINAÇÃO;;RJ;RIO DE JANEIRO;PENHA CIRCULAR;Rua Engenheiro Moreira Lima,20 - APT 101;21210-720;0;0;J;0;;;;;;;36.221.931/0001-67;11939937;site;  /  /;;;328813;HR2TECH SOLUÇOES;0;;;;0;
320.708;HS COMERCIO E SERVIA;HS COMERCIO E SERVICOS DE MATERIAIS ELEA;COM:11-2823.0555;SP;SÃO PAULO;VILA MARIANA;Rua Ambrosina de Macedo,71;04013-030;0;0;J;0;;;;;;;07.423.154/0001-35;117202289112;mvp@interserviceamelco.com.br;  /  /;;;0;;0;;;a;0;
150.364;HTK LENTES OFTALMICA;HTK LENTES OFTALMICAS S A;COM:21-2589.6961;RJ;RIO DE JANEIRO;SÃO CRISTÓVÃO;Rua Sinimbu,486;20910-180;-23;-43;J;0;;;;;;;19.300.038/0001-08;86614685;rodrigo.hirsch@haytek.com.br;  /  /;;;150364;HTK LENTES OFTALMICA;0;;;a;0;
321.870;HUGO LEONARDO;HUGO LEONARDO LOPES MARINS & CIA LTDA;COM:51-9966.1228;RS;PORTO ALEGRE;CRISTAL;Avenida Divisa,1088;90820-100;-30;-51;J;0;;;;;;;09.471.125/0001-74;;h.marins@uol.com.br;  /  /;;;321870;HUGO LEONARDO;0;;;a;0;
325.964;HYGICARE DISTRIBUIDA;HYGICARE DISTRIBUIDORA DE PRODUTOS DE HA;;RJ;DUQUE DE CAXIAS;PARQUE BOA VISTA II;Rua Osorio Ferreira dos Santos,295 - BOX 7;25085-340;-23;-43;J;0;;;;;;;07.443.881/0001-64;77946365;thalline@hclimpeza.com.br;  /  /;;;325964;HYGICARE DISTRIBUIDA;0;;;;0;
323.043;HYPE BRINDES PRESENN;MVS COMERCIO E SERVICOS LTDA;COM:21-7026.7602  COM:21-2447.7417;RJ;RIO DE JANEIRO;FREGUESIA (JACAREPAGUÁ);Estrada de Jacarepaguá,07655;22755-155;-23;-43;J;0;;;;;;;02.317.059/0001-33;86865670;comercial@mvscomunicacaovisual.com.br;  /  /;;;323043;HYPE BRINDES PRESENN;0;;;a;0;
325.407;HYPER DESCARTAVEIS;HYPER DESCARTAVEIS LTDA;COM:11-114786.2808;SP;EMBU DAS ARTES;JARDIM VISTA ALEGRE;Avenida Dona Cesaria Camargo de Oliveira,707;06807-320;-24;-47;J;0;;;;;;;17.471.840/0001-35;298104098113;fabriciopalumbo@uol.com.br;  /  /;;;325407;HYPER DESCARTAVEIS;0;;;;0;
319.222;HYPNEUMAT;PRIME APLICACOES HIDRAULICAS EIRELI;COM:21-2173.1100  COM:21-2173.1111;RJ;RIO DE JANEIRO;PENHA;Rua Belisário Pena,52;21020-010;0;0;J;0;;;;;;;28.948.273/0001-81;87.470.26-1;vendas2@hypneumat.com.br;  /  /;;;0;;0;;;a;0;
319.183;HYPNEUMAT HIDRAULICI;HYPNEUMAT HIDRAULICA E PNEUMATICA EIRELI;COM:21-97002.1904;RJ;RIO DE JANEIRO;PENHA;Rua Belisário Pena,52;21020-010;0;0;J;0;;;;;;;03.132.736/0001-01;75881045;armando@hypneumat.com.br;  /  /;;;0;;0;;;a;0;
149.959;I9 TECH SOLUCOES INT;I9 TECH SOLUCOES INTELIGENTES EIRELI;COM:21-97132.6025;RJ;RIO DE JANEIRO;OLARIA;Rua Comandante Vergueiro da Cruz,00145;21021-020;-23;-43;J;0;;;;;;;27.852.341/0001-41;87388840;nice.vieira@i9-tech.com;  /  /;;;149959;I9 TECH SOLUCOES INT;0;;;a;0;
328.358;IB INSTALACOES ELETA;IB INSTALACOES ELETRO ELETRONICAS BA LTA;;BA;LAURO DE FREITAS;PITANGUEIRAS;Rua Araponga,460;42701-330;0;0;J;0;;;;;;;27.481.565/0001-94;139714212;ibinst@terra.com.br;  /  /;;;328358;IB INSTALACOES ELETA;0;;;;0;
326.487;ICOOKSHOP;R. B. GARCIA COMERCIO DE BEBIDAS;;SP;SAO PAULO;CHACARA SANTO ANTONIO (ZONA SUL);Rua Fernandes Moreira,1018;04716-003;-24;-47;J;0;;;;;;;26.519.499/0001-31;141444020110;rica-garcia@hotmail.com;  /  /;;;326487;ICOOKSHOP;0;;;;0;
325.744;IDEAL FIRE;IDEAL FIRE;;RJ;RIO DE JANEIRO;ROCHA MIRANDA;Rua do Cafe,143;21540-630;-23;-43;J;0;;;;;;;47.614.289/0001-00;12583273;vendas1@idealfire.com.br;  /  /;;;325744;IDEAL FIRE;0;;;;0;
319.267;IDEALPRINT;IDEALPRINT PRODUCOES GRAFICAS EIRELI;COM:21-3177.0313;RJ;RIO DE JANEIRO;MADUREIRA;Estrada do Portela,247;21351-050;0;0;J;0;;;;;;;20.813.461/0001-90;11.061.63-0;wribeiro@graficaidealprint.com.br;  /  /;;;0;;0;;;a;0;
319.105;IG SHOP;G20NET EIRELI;COM:47-3083.9455;SC;ITAJAÍ;VILA OPERÁRIA;Rua Carlos Seara,47;88303-200;0;0;J;0;;;;;;;04.609.573/0001-78;254314074;atendimento@igshop.com.br;  /  /;;;0;;0;;;a;0;
323.969;IGUASPORT LTDA;IGUASPORT LTDA;;SP;BARUERI;ALPHAVILLE EMPRESARIAL;Avenida Fernando Cerqueira César Coimbra,626 - SALA E-COMMER;06465-090;-24;-47;J;0;;;;;;;02.314.041/0021-21;206.675.410.113;fiscal.brasil@decathlon.com;  /  /;;;323969;IGUASPORT LTDA;0;;;;0;
321.083;IGUS DO BRASIL LTDA;IGUS DO BRASIL LTDA;COM:11-3531.4487;SP;JUNDIAÍ;LOTEAMENTO PARQUE INDUSTRIAL;Rua Antonio Christi,611;13213-183;0;0;J;0;;;;;;;01.426.453/0001-47;407321933119;edna@igus.com.br;  /  /;;;0;;0;;;a;0;
146.318;ILUMINA PAIVA;ILUMINA PAIVA ELETRICA LTDA ME;COM:21-21244581.2021;RJ;RIO DE JANEIRO;CURICICA;Estrada dos Bandeirantes,3994;22775-110;-23;-43;J;0;;;;;;;14.022.841/0001-04;79439517;vendasjpa@eletricopaiva.com.br;  /  /;;;146318;ILUMINA PAIVA;0;;;a;0;
328.845;IMAGE NATION;IMAGE NATION - DESIGNERS GRAFICOS LTDA;COM:71-3276.7614  COM:71-98825.7106;BA;SALVADOR;ACUPE DE BROTAS;Avenida Vasco da Gama,3743;40290-350;0;0;J;0;;;;;0103010101;NE/OFF-LENTES;04.118.621/0001-25;83188633;adm@copiadoraimage.com.br;  /  /;;;328845;IMAGE NATION;0;;;;0;
324.070;IMAGINALLE COMERCIOA;IMAGINALLE COMERCIO DE BRINDES CORPORATA;;RS;ERECHIM;CENTRO;Rua Portugal,146 - SALA COMERCIAL;99700-030;-28;-52;J;0;;;;;;;29.972.903/0001-16;0390178306;imaginallepresentes@gmail.com;  /  /;;;324070;IMAGINALLE COMERCIOA;0;;;;0;
325.798;IMAGINFLEX;IMAGINFLEX COMERCIO DE ARTIGOS PARA COMA;;PR;CAMPO MAGRO;SAMAMBAIA;R JOSE BUDEL,125;83535000;-25;-49;J;0;;;;;;;14.023.309/0001-01;9075527648;isoflex@isoflex.com.br;  /  /;;;325798;IMAGINFLEX;0;;;;0;
325.108;IMB COMERCIO;IMB COMERCIO DE MAQUINAS E EQUIPAMENTOS;;MG;EXTREMA;UNDEFINED;undefined,742 - PAVLH B QUADRAUNI;37640-000;-23;-46;J;0;;;;;;;47.601.370/0001-48;0044178810065;contabilidade@ismafer.com.br;  /  /;;;325108;IMB COMERCIO;0;;;;0;
324.683;IMIGRANTES MERCANTIA;IMIGRANTES MERCANTIL LTDA;COM:11-5067.2700;SP;SAO PAULO;SAUDE;Avenida Miguel Estefno,2096;04301-001;-24;-47;J;0;;;;;;;04.517.343/0001-89;;alexandre@imigrantesbebidas.com.br;  /  /;;;324683;IMIGRANTES MERCANTIA;0;;;;0;
319.293;IMPACT PRINT;ALCILEI MOURA DA SILVA JUNIOR;;RJ;RIO BONITO;CIDADE NOVA;R DESEMBARGADOR NAVEGA CLETON,29;28800-000;0;0;J;0;;;;;;;35.991.806/0001-73;;woulan-peclat@hotmail.com;  /  /;;;0;;0;;;a;0;
329.364;IMPACTO COMERCIO;IMPACTO COMERCIO E SERVICOS ELETRO E EL.;;RJ;RIO DE JANEIRO;PENHA;Rua Conde de Agrolongo,1005;21020-190;21;-23;J;0;;;;;;;10.419.473/0001-81;78702656;site;  /  /;;;329364;IMPACTO COMERCIO;0;;;;0;
324.059;IMPERIO MOVEIS E ELA;IMPERIO MOVEIS E ELETRO S.A;COM:81-3198.4800;CE;FORTALEZA;CENTRO;R SENADOR POMPEU,1017 - E1019 R.BAR.R.BRANCO10964;60025000;-4;-39;J;0;;;;;;;27.936.211/0050-75;061248614;cgvilar@gmail.com;  /  /;;;324059;IMPERIO MOVEIS E ELA;0;;;;0;
148.190;IMPRESS SUPRIMENTOS;IMPRESS SUPRIMENTOS LTDA - ME;COM:21-9161.0970;RJ;RIO DE JANEIRO;OSWALDO CRUZ;R PEREIRA DE FIGUEIREDO,864;21341030;-23;-43;J;0;;;;;;;25.178.588/0001-07;87176134;flavio_gomes_75@hotmail.com;  /  /;;;148190;IMPRESS SUPRIMENTOS;0;;;a;0;
325.240;IMPRESSIONE COMUNIC;IMPRESSIONE COMUNICACAO VISUAL LTDA;;CE;FORTALEZA;LAGOA REDONDA;Rua Ana Lucia Dias,101 - A;60831-500;-4;-38;J;0;;;;;;;23.504.645/0001-67;064933288;contasareceber@standshow.com.br;  /  /;;;325240;IMPRESSIONE COMUNIC;0;;;;0;
325.143;IMPRESUL SERVICO;IMPRESUL SERVICO GRAFICO E EDITORA;;RS;PORTO ALEGRE;CENTRO HISTORICO;RUA DOS ANDRADAS,1151;90020-015;-30;-51;J;0;;;;;0104010101;RS/OFF-LENTES;92.869.650/0008-62;;tatiana@contabilplus.com.br;  /  /;;;325143;IMPRESUL SERVICO;0;;;;0;
327.213;IN DESENVOLVIMENTO;IN DESENVOLVIMENTO PESSOAL E PROFISSIONA;;GO;ANAPOLIS;JUNDIAI;Rua Joaquim Propicio de Pina,33 A - QD. 04, LT. 02;75113-160;-16;-49;J;0;;;;;;;45.334.170/0001-40;ISENTO;dsantoscalixto@hotmail.com;  /  /;;;327213;IN DESENVOLVIMENTO;0;;;;0;
324.014;INCOTERM SOLUCOES;INCOTERM SOLUCOES EM MEDICAO LTDA;;RS;PORTO ALEGRE;CAVALHADA;Avenida Eduardo Prado,1670;91751-000;-30;-51;J;0;;;;;;;87.156.352/0001-19;0960436596;fiscal@incoterm.com.br;  /  /;;;324014;INCOTERM SOLUCOES;0;;;;0;
322.510;INDUSTRIA DOS EVENTS;ANA PAULA MEDEIROS PIMENTA ME;COM:11-98304.0421;SP;SÃO PAULO;VILA BRASÍLIO MACHADO;Rua Della Casa,90 - CASA 02;04289-120;-24;-47;J;0;;;;;;;13.336.803/0001-63;ISENTO;contato@industriadoseventos.com.br;  /  /;;;322510;INDUSTRIA DOS EVENTS;0;;;a;0;
326.290;INEA;INSTITUTO ESTADUAL DO AMBIENTE - INEA;;RJ;RIO DE JANEIRO;SAUDE;Avenida Venezuela,110;20081-312;-23;-43;J;0;;;;;;;10.598.957/0001-35;ISENTO;dafdifin@feema.rj.gov.br;  /  /;;;326290;INEA;0;;;;0;
327.014;INFINITTO DESIGN;NEED STORE COMERCIO VAREJISTA LTDA;COM:11-112088.4110;SP;SANTO ANDRE;CAMPESTRE;AV DOM PEDRO II,2002;09080001;-24;-47;J;0;;;;;;;24.662.948/0001-70;;legalizacao2@camposcontabil.com.br;  /  /;;;327014;INFINITTO DESIGN;0;;;;0;
111.930;INFORMATO;BOM DESIGN IMPRESSOS E ETIQUETAS LTDA;COM:21-2426.6079  COM:21-97983.1000;RJ;RIO DE JANEIRO;TAQUARA;Estrada dos Bandeirantes,1430;22710-112;0;0;J;0;;;;;;;08.854.885/0001-06;04120434;"breno@informato.com.br;informato@informato.com.br";  /  /;;;0;;0;;;a;0;
323.738;INGRAM;INGRAM MICRO BRASIL LTDA;COM:11-2078.4415;ES;SERRA;NOVA ZELÂNDIA;Rua Porto Alegre,307;29175-706;-20;-40;J;0;;;;;;;01.771.935/0010-25;083141588;fiscal@ingrammicro.com.br;  /  /;;;323738;INGRAM;0;;;;0;
112.328;INGRAM MICRO BRASIL;INGRAM MICRO BRASIL LTDA;COM:11-2078.4200;SP;BARUERI;TAMBORÉ;Avenida Piracema,1341 - GALPÃO 03 E 04;06460-030;0;0;J;0;;;;;;;01.771.935/0002-15;206074912112;tatiane.nascimento@n1it.com.br;  /  /;;;112328;INGRAM MICRO BRASIL;0;;;a;0;
319.443;INGRAM MICRO BRASILA;INGRAM MICRO BRASIL LTDA;COM:11-2078.4415;ES;SERRA;NOVA ZELÂNDIA;Rua Porto Alegre,307 - GALPAO01 MODULO 1 E 2A SI;29175-706;-20;-40;J;0;;;;;;;01.771.935/0008-00;082981485;fiscal@ingrammicro.com.br;  /  /;;;319443;INGRAM MICRO BRASILA;0;;;a;0;
324.408;INNOVATIVT;INNOVATIVT LTDA;;SP;COTIA;PARQUE RINCAO;Rua da Barra,557;06705-420;-24;-47;J;0;;;;;;;46.963.887/0001-14;278538491116;carla@studiovero.com.br;  /  /;;;324408;INNOVATIVT;0;;;;0;
151.262;INOVARE ACABAMENTO N;INOVARE ACABAMENTO NA CONSTRUCAO CIVIL E;COM:41-3098.0554;PR;PIRAQUARA;JARDIM CAIÇARA;Rua Dorico Martins dos Santos,69;83314-260;0;0;J;0;;;;;;;20.333.980/0001-51;;inovarecomercial@hotmail.com;  /  /;;;0;;0;;;a;0;
321.429;INOVARE ENGENHARIA;R L SANT ANA ENGENHARIA EIRELI;COM:21-96818.3619;RJ;RIO DE JANEIRO;CAMPO GRANDE;Rua Odir Mendes Pereira,29;23090-780;0;0;J;0;;;;;;;31.854.373/0001-53;;contato@inovare-engenharia.com;  /  /;;;321429;INOVARE ENGENHARIA;0;;;a;0;
